,ID,Price,Symbol
0,9,35.69,ETH
1,10,39.99999999999999,ETH
2,13,31.999999999999996,ETH
3,22,29.1,ETH
4,30,0.0002999999999999999,WETH
5,32,42.06899999999999,ETH
6,39,77.0,ETH
7,47,222.22200000000004,ETH
8,48,39.0,ETH
9,66,29.660000000000004,ETH
10,92,41.0,ETH
11,101,39.99000000000001,ETH
12,140,50.0,ETH
13,141,35.99999999999999,ETH
14,189,139.69,ETH
15,214,25.99,ETH
16,239,63.00000000000001,ETH
17,250,35.00000000000001,ETH
18,257,47.0,ETH
19,269,33.69,ETH
20,272,268.99999999999994,ETH
21,280,50.0,ETH
22,311,42.6,ETH
23,343,29.990000000000006,ETH
24,349,24.0,ETH
25,351,24.99,ETH
26,357,59.99000000000001,ETH
27,363,108.12299999999999,ETH
28,370,29.9,ETH
29,390,29.999999999999996,ETH
30,437,16.5,WETH
31,441,24.555000000000003,ETH
32,466,28.679999999999996,ETH
33,478,26.989999999999995,ETH
34,487,44.99999999999999,ETH
35,491,0.06899999999999999,WETH
36,518,38.88,ETH
37,548,29.999999999999996,ETH
38,553,45.55500000000001,ETH
39,554,25.0,WETH
40,565,99.99999999999999,ETH
41,590,29.0,ETH
42,595,31.500000000000004,ETH
43,600,35.00000000000001,ETH
44,613,29.0,ETH
45,631,26.999999999999996,ETH
46,639,39.0,ETH
47,700,55.00000000000001,ETH
48,713,31.000000000000004,ETH
49,754,22.999999999999996,WETH
50,756,27.71999999999999,ETH
51,786,31.500000000000004,ETH
52,793,37.8,ETH
53,869,28.799999999999997,ETH
54,946,24.89999999999999,ETH
55,966,33.0,ETH
56,972,36.49999999999999,ETH
57,982,36.99999999999999,ETH
58,1024,34.0,ETH
59,1038,26.999999999999996,ETH
60,1046,37.76999999999999,ETH
61,1063,29.999999999999996,ETH
62,1074,99.99999999999999,ETH
63,1095,42.06899999999999,ETH
64,1101,57.0,ETH
65,1107,29.0,ETH
66,1115,99.0,ETH
67,1124,21.000000000000004,WETH
68,1184,33.33,ETH
69,1205,69.42,ETH
70,1230,29.45,ETH
71,1233,28.799999999999997,ETH
72,1256,300.66599999999994,ETH
73,1264,28.99,ETH
74,1266,74.99999999999999,ETH
75,1273,37.68999999999999,ETH
76,1296,39.99999999999999,ETH
77,1307,44.99999999999999,ETH
78,1323,23.88,ETH
79,1343,44.99999999999999,ETH
80,1368,29.95000000000001,ETH
81,1376,420.0,ETH
82,1387,31.000000000000004,ETH
83,1414,50.0,ETH
84,1422,27.500000000000004,ETH
85,1435,99.68999999999998,ETH
86,1446,55.00000000000001,ETH
87,1461,29.999999999999996,ETH
88,1482,34.0,ETH
89,1492,44.99999999999999,ETH
90,1515,35.00000000000001,ETH
91,1546,38.00000000000001,ETH
92,1555,35.00000000000001,ETH
93,1563,25.999999999999996,ETH
94,1567,68.99999999999999,ETH
95,1585,34.0,ETH
96,1589,23.987999999999996,ETH
97,1596,41.0,ETH
98,1610,29.999999999999996,ETH
99,1613,31.69,ETH
100,1623,33.0,ETH
101,1626,29.999999999999996,ETH
102,1631,33.0,ETH
103,1649,26.899999999999995,ETH
104,1668,24.499999999999996,ETH
105,1671,34.99,ETH
106,1694,69.69000000000001,ETH
107,1698,26.999999999999996,ETH
108,1706,45.69,ETH
109,1715,38.00000000000001,ETH
110,1720,420.68999999999994,ETH
111,1735,24.2,ETH
112,1760,42.69,ETH
113,1802,166.6,ETH
114,1803,1499.9999999999998,ETH
115,1807,24.0,ETH
116,1818,31.249999999999996,ETH
117,1834,39.99999999999999,ETH
118,1850,1e-06,WETH
119,1876,24.24,ETH
120,1882,48.88000000000001,ETH
121,1886,38.00000000000001,ETH
122,1888,0.009999999999999998,WETH
123,1906,37.49999999999999,ETH
124,1926,42.99999999999999,ETH
125,1957,35.00000000000001,ETH
126,1960,34.59,ETH
127,1966,32.95,ETH
128,1984,31.000000000000004,ETH
129,1992,33.33,ETH
130,1998,35.99999999999999,ETH
131,2004,25.999999999999996,ETH
132,2047,39.99999999999999,ETH
133,2088,27.95,ETH
134,2100,103.00000000000001,ETH
135,2146,81.0,ETH
136,2151,39.95000000000001,ETH
137,2159,39.0,ETH
138,2188,9.999999999999997e-06,WETH
139,2196,69.42,ETH
140,2217,32.69,ETH
141,2243,25.0,ETH
142,2263,29.25,ETH
143,2277,35.00000000000001,ETH
144,2284,24.800000000000004,ETH
145,2308,50.0,ETH
146,2358,26.499999999999996,ETH
147,2359,27.99,ETH
148,2373,31.000000000000004,ETH
149,2401,169.69,ETH
150,2407,25.999999999999996,ETH
151,2457,50.0,ETH
152,2458,99.0,ETH
153,2460,25.5,ETH
154,2473,28.69,ETH
155,2505,64.99999999999999,ETH
156,2515,39.99999999999999,ETH
157,2535,35.00000000000001,ETH
158,2536,29.999999999999996,ETH
159,2539,50.0,ETH
160,2551,39.88,ETH
161,2556,39.0,ETH
162,2559,29.42,ETH
163,2560,299.0,ETH
164,2561,59.000000000000014,ETH
165,2570,28.000000000000004,ETH
166,2571,50.0,ETH
167,2583,69.69000000000001,ETH
168,2584,555.55,ETH
169,2586,42.69,ETH
170,2594,39.0,ETH
171,2609,36.9,ETH
172,2610,34.9,ETH
173,2643,50.0,ETH
174,2666,24.95,ETH
175,2682,35.00000000000001,ETH
176,2683,29.999999999999996,ETH
177,2713,19.999999999999996,WETH
178,2758,84.26899999999998,ETH
179,2780,26.999999999999996,ETH
180,2787,50.0,ETH
181,2792,148.99999999999997,ETH
182,2794,39.0,ETH
183,2795,34.49999999999999,ETH
184,2815,64.99999999999999,ETH
185,2825,29.9,ETH
186,2832,24.800000000000004,ETH
187,2836,25.900000000000006,ETH
188,2845,33.0,ETH
189,2857,29.150000000000006,ETH
190,2864,31.999999999999996,ETH
191,2873,74.99999999999999,ETH
192,2875,29.999999999999996,ETH
193,2878,41.0,ETH
194,2879,49.68999999999999,ETH
195,2912,2950.000000000001,ETH
196,2946,99.99999999999999,ETH
197,2996,68.99999999999999,ETH
198,3000,58.0,ETH
199,3023,29.999999999999996,ETH
200,3057,35.00000000000001,ETH
201,3064,29.0,ETH
202,3072,149.99999999999997,ETH
203,3084,69.69000000000001,ETH
204,3097,88.79999999999998,ETH
205,3108,39.96000000000001,ETH
206,3116,25.0,ETH
207,3130,64.41999999999999,ETH
208,3132,40.69,ETH
209,3157,57.68999999999999,ETH
210,3183,29.69,ETH
211,3217,42.00000000000001,ETH
212,3220,36.99999999999999,ETH
213,3221,55.00000000000001,ETH
214,3242,39.419999999999995,ETH
215,3256,128.99999999999997,ETH
216,3258,39.9,ETH
217,3278,68.99999999999999,ETH
218,3279,36.99999999999999,ETH
219,3290,29.999999999999996,ETH
220,3297,29.0,ETH
221,3318,31.599999999999994,ETH
222,3319,59.99999999999999,ETH
223,3334,29.95000000000001,ETH
224,3344,169.69,ETH
225,3357,42.69,ETH
226,3398,39.99999999999999,ETH
227,3402,33.879999999999995,ETH
228,3404,500.00000000000006,ETH
229,3407,29.0,ETH
230,3408,0.0,WETH
231,3426,25.0,ETH
232,3431,36.77,ETH
233,3478,29.999999999999996,ETH
234,3484,31.999999999999996,ETH
235,3493,28.55,ETH
236,3500,39.99999999999999,ETH
237,3502,31.000000000000004,ETH
238,3507,35.7,ETH
239,3516,39.76999999999999,ETH
240,3538,69.96,ETH
241,3539,88.0,ETH
242,3541,44.99999999999999,ETH
243,3598,88.79999999999998,ETH
244,3605,24.89999999999999,ETH
245,3611,31.000000000000004,ETH
246,3613,665.9999999999999,ETH
247,3627,33.0,ETH
248,3637,35.99999999999999,ETH
249,3646,28.15,ETH
250,3656,29.999999999999996,ETH
251,3687,31.000000000000004,ETH
252,3692,35.00000000000001,ETH
253,3701,24.2,WETH
254,3706,26.49,ETH
255,3710,69.42,ETH
256,3737,25.1,ETH
257,3767,50.0,ETH
258,3791,199.00000000000003,ETH
259,3796,44.440000000000005,ETH
260,3822,68.99999999999999,ETH
261,3881,160.0,ETH
262,3887,39.9,ETH
263,3897,50.0,ETH
264,3902,25.999999999999996,ETH
265,3907,33.0,ETH
266,3946,39.99999999999999,ETH
267,3952,33.900000000000006,ETH
268,3954,269.6969,ETH
269,3969,39.0,ETH
270,3977,49.5,ETH
271,4010,35.49999999999999,ETH
272,4012,35.00000000000001,ETH
273,4029,24.600000000000005,ETH
274,4073,39.99999999999999,ETH
275,4075,86.65999999999998,ETH
276,4086,79.99999999999999,ETH
277,4087,23.9,ETH
278,4089,29.999999999999996,ETH
279,4096,48.99999999999999,ETH
280,4102,31.999999999999996,ETH
281,4121,35.00000000000001,ETH
282,4168,250.00000000000003,ETH
283,4179,27.500000000000004,ETH
284,4194,140.00000000000003,ETH
285,4205,26.999999999999996,ETH
286,4225,28.880000000000003,ETH
287,4232,29.999999999999996,ETH
288,4261,39.0,ETH
289,4273,99.99999999999999,ETH
290,4295,101.01000000000002,ETH
291,4302,169.69,ETH
292,4304,39.99000000000001,ETH
293,4327,99.99999999999999,ETH
294,4342,29.0,ETH
295,4343,23.5,ETH
296,4345,74.99999999999999,ETH
297,4352,29.990000000000006,ETH
298,4386,39.99000000000001,ETH
299,4387,29.9,ETH
300,4388,22.999999999999996,WETH
301,4417,26.999999999999996,ETH
302,4432,29.999999999999996,ETH
303,4437,34.69,ETH
304,4439,26.69,ETH
305,4446,28.5,ETH
306,4447,76.69,ETH
307,4465,29.990000000000006,ETH
308,4485,69.42,ETH
309,4499,29.9,ETH
310,4506,36.690000000000005,ETH
311,4557,33.0,ETH
312,4558,24.75,ETH
313,4573,99.99999999999999,ETH
314,4618,34.55000000000001,ETH
315,4622,25.0,ETH
316,4638,35.00000000000001,ETH
317,4642,24.419999999999995,ETH
318,4665,79.99999999999999,ETH
319,4669,29.999999999999996,ETH
320,4676,33.27,ETH
321,4693,25.900000000000006,ETH
322,4756,118.88000000000001,ETH
323,4761,24.7,ETH
324,4765,34.0,ETH
325,4773,35.00000000000001,ETH
326,4778,68.99999999999999,ETH
327,4793,29.999999999999996,ETH
328,4806,50.0,ETH
329,4813,50.0,ETH
330,4818,35.99999999999999,ETH
331,4827,28.5,ETH
332,4846,149.99999999999997,ETH
333,4860,29.69,ETH
334,4903,39.99999999999999,ETH
335,4907,70.00000000000001,ETH
336,4914,38.00000000000001,ETH
337,4915,99.0,ETH
338,4919,29.0,ETH
339,4949,27.500000000000004,ETH
340,4980,24.7,ETH
341,4998,50.0,ETH
342,5005,28.5,ETH
343,5050,48.99999999999999,ETH
344,5111,33.0,ETH
345,5136,25.999999999999996,ETH
346,5140,34.0,ETH
347,5155,35.00000000000001,ETH
348,5177,55.00000000000001,ETH
349,5182,51.82,ETH
350,5185,28.649999999999995,ETH
351,5203,36.63,ETH
352,5223,29.999999999999996,ETH
353,5228,50.0,ETH
354,5275,35.00000000000001,ETH
355,5277,23.98,ETH
356,5320,38.99,ETH
357,5344,26.75000000000001,ETH
358,5358,29.69,ETH
359,5364,69.42,ETH
360,5366,68.99999999999999,ETH
361,5403,33.69,ETH
362,5825,69.42,ETH
363,5843,29.500000000000007,ETH
364,5875,99.68999999999998,ETH
365,5879,99.0,ETH
366,5935,34.69,ETH
367,5936,38.00000000000001,ETH
368,5939,39.99999999999999,ETH
369,5961,33.0,ETH
370,5966,28.69,ETH
371,5975,66.67699999999998,ETH
372,5989,25.0,ETH
373,5994,69.69000000000001,ETH
374,6009,50.0,ETH
375,6052,55.00000000000001,ETH
376,6063,31.999999999999996,ETH
377,6065,25.0,ETH
378,6077,39.7,ETH
379,6096,35.00000000000001,ETH
380,6120,4200.000000000001,ETH
381,6123,44.99999999999999,ETH
382,6138,36.99999999999999,ETH
383,6157,23.23,ETH
384,6164,39.943,ETH
385,6172,29.999999999999996,ETH
386,6175,99.99999999999999,ETH
387,6183,25.999999999999996,ETH
388,6187,35.00000000000001,ETH
389,6201,26.419999999999995,ETH
390,6214,42.69,ETH
391,6217,28.15,ETH
392,6234,29.999999999999996,ETH
393,6241,34.0,ETH
394,6245,29.999999999999996,ETH
395,6257,39.99999999999999,ETH
396,6277,99.99999999999999,ETH
397,6310,50.0,ETH
398,6319,39.99999999999999,ETH
399,6324,24.689999999999994,ETH
400,6351,42.69,ETH
401,6354,39.99999999999999,ETH
402,6382,50.0,ETH
403,6394,35.00000000000001,ETH
404,6419,28.665999999999993,ETH
405,6420,68.99999999999999,ETH
406,6427,29.999999999999996,ETH
407,6429,35.00000000000001,ETH
408,6434,35.00000000000001,ETH
409,6462,30.1,ETH
410,6475,44.440000000000005,ETH
411,6485,32.49999999999999,ETH
412,6488,28.880000000000003,ETH
413,6495,29.990000000000006,ETH
414,6513,39.99999999999999,ETH
415,6516,37.71,ETH
416,6534,38.9,ETH
417,6544,36.49999999999999,ETH
418,6560,17.0,WETH
419,6562,50.0,ETH
420,6573,24.689999999999994,ETH
421,6592,35.00000000000001,ETH
422,6605,69.42,ETH
423,6606,69.69000000000001,ETH
424,6617,99.68999999999998,ETH
425,6625,55.00000000000001,ETH
426,6629,28.99,ETH
427,6632,28.3,ETH
428,6640,35.99999999999999,ETH
429,6653,44.99999999999999,ETH
430,6658,31.999999999999996,ETH
431,6659,34.7,ETH
432,6679,35.00000000000001,ETH
433,6680,31.999999999999996,ETH
434,6687,31.99,ETH
435,6709,35.00000000000001,ETH
436,6724,36.99999999999999,ETH
437,6727,31.999999999999996,ETH
438,6732,999.9999999999999,ETH
439,6741,31.179999999999996,ETH
440,6766,25.0,ETH
441,6816,39.80000000000001,ETH
442,6838,35.00000000000001,ETH
443,6858,316.0,ETH
444,6929,42.69,ETH
445,6933,44.99999999999999,ETH
446,6936,96.69000000000001,ETH
447,6977,66.0,ETH
448,6985,28.350000000000005,ETH
449,6986,149.99999999999997,ETH
450,7000,44.99999999999999,ETH
451,7005,25.999999999999996,ETH
452,7018,74.99999999999999,ETH
453,7069,31.999999999999996,ETH
454,7084,50.0,ETH
455,7102,14.000000000000002,WETH
456,7120,74.99999999999999,ETH
457,7145,29.999999999999996,ETH
458,7199,81.0,ETH
459,7232,38.00000000000001,ETH
460,7236,39.0,ETH
461,7243,99.99999999999999,ETH
462,7250,25.889999999999997,ETH
463,7255,44.99999999999999,ETH
464,7259,59.99999999999999,ETH
465,7278,35.00000000000001,ETH
466,7294,42.06899999999999,ETH
467,7325,33.0,ETH
468,7331,28.000000000000004,ETH
469,7345,77.76999999999998,ETH
470,7351,35.99999999999999,ETH
471,7400,29.9,ETH
472,7406,29.400000000000006,ETH
473,7480,39.0,ETH
474,7482,44.99999999999999,ETH
475,7489,272.00000000000006,ETH
476,7499,99.99999999999999,ETH
477,7506,28.449999999999996,ETH
478,7521,36.99999999999999,ETH
479,7551,55.00000000000001,ETH
480,7555,64.99999999999999,ETH
481,7560,969.6899999999998,ETH
482,7568,42.69,ETH
483,7569,999.9999999999999,ETH
484,7570,33.900000000000006,ETH
485,7573,2800.0000000000005,ETH
486,7586,130.0,ETH
487,7602,27.500000000000004,ETH
488,7607,34.56699999999999,ETH
489,7621,39.99999999999999,ETH
490,7629,29.42,ETH
491,7657,224.99999999999997,ETH
492,7658,78.99999999999999,ETH
493,7663,25.999999999999996,ETH
494,7676,33.0,ETH
495,7698,24.499999999999996,ETH
496,7704,26.999999999999996,ETH
497,7716,35.00000000000001,ETH
498,7738,48.0,ETH
499,7743,44.99999999999999,ETH
500,7745,34.49999999999999,ETH
501,7746,55.555,ETH
502,7756,29.42,ETH
503,7760,110.0,ETH
504,7768,29.0,ETH
505,7770,50.0,ETH
506,7794,50.0,ETH
507,7801,50.0,ETH
508,7802,199.99999999999997,ETH
509,7824,69.42,ETH
510,7833,50.0,ETH
511,7836,29.999999999999996,ETH
512,7843,1e-15,WETH
513,7847,50.0,ETH
514,7866,29.920000000000005,ETH
515,7874,64.99999999999999,ETH
516,7945,19.999999999999996,WETH
517,7952,36.9,ETH
518,7995,28.000000000000004,ETH
519,8014,44.99999999999999,ETH
520,8029,35.99999999999999,ETH
521,8064,29.999999999999996,ETH
522,8090,39.49999999999999,ETH
523,8097,23.649999999999995,ETH
524,8110,25.0,ETH
525,8166,29.999999999999996,ETH
526,8191,26.999999999999996,ETH
527,8243,66.66659999999999,ETH
528,8251,44.99999999999999,ETH
529,8297,44.440000000000005,ETH
530,8300,35.99999999999999,ETH
531,8302,38.9,ETH
532,8333,26.999999999999996,ETH
533,8336,35.00000000000001,ETH
534,8337,25.0,ETH
535,8345,28.880000000000003,ETH
536,8348,29.999999999999996,ETH
537,8367,50.0,ETH
538,8400,0.009999999999999998,WETH
539,8413,45.69,ETH
540,8415,26.8,ETH
541,8428,28.350000000000005,ETH
542,8439,27.88,ETH
543,8450,69.42,ETH
544,8463,23.490000000000006,ETH
545,8464,500.00000000000006,ETH
546,8472,28.000000000000004,ETH
547,8474,31.000000000000004,ETH
548,8475,35.49999999999999,ETH
549,8476,48.0,ETH
550,8477,38.5,ETH
551,8482,420.0,ETH
552,8497,25.999999999999996,ETH
553,8503,39.99999999999999,ETH
554,8517,50.0,ETH
555,8520,50.0,ETH
556,8536,25.200000000000003,ETH
557,8545,44.99999999999999,ETH
558,8547,35.00000000000001,ETH
559,8565,28.799999999999997,ETH
560,8566,38.88,ETH
561,8590,25.900000000000006,ETH
562,8592,50.0,ETH
563,8593,29.999999999999996,ETH
564,8619,34.9,ETH
565,8639,35.00000000000001,ETH
566,8643,89.99999999999999,ETH
567,8649,36.99999999999999,ETH
568,8690,55.49999999999999,ETH
569,8704,110.0,ETH
570,8707,59.99999999999999,ETH
571,8712,234.567,ETH
572,8715,42.69,ETH
573,8735,37.49999999999999,ETH
574,8748,42.69,ETH
575,8756,47.0,ETH
576,8771,79.99999999999999,ETH
577,8826,69.42,ETH
578,8876,27.500000000000004,ETH
579,8880,35.00000000000001,ETH
580,8909,31.879999999999992,ETH
581,8942,33.33,ETH
582,8945,33.0,ETH
583,8947,39.419999999999995,ETH
584,8972,55.00000000000001,ETH
585,8978,44.99999999999999,ETH
586,8983,35.00000000000001,ETH
587,8986,33.5,ETH
588,8989,37.99000000000001,ETH
589,9009,28.000000000000004,ETH
590,9017,31.999999999999996,ETH
591,9031,29.999999999999996,ETH
592,9053,27.500000000000004,ETH
593,9065,44.99999999999999,ETH
594,9069,33.33,ETH
595,9071,29.999999999999996,ETH
596,9084,24.689999999999994,ETH
597,9090,29.999999999999996,ETH
598,9098,31.999999999999996,ETH
599,9108,28.249999999999996,ETH
600,9143,25.0,ETH
601,9162,26.999999999999996,ETH
602,9168,29.999999999999996,ETH
603,9170,31.999999999999996,ETH
604,9177,25.0,ETH
605,9180,68.99999999999999,ETH
606,9188,29.999999999999996,ETH
607,9216,69.42,ETH
608,9218,26.999999999999996,ETH
609,9226,68.6,ETH
610,9232,350.00000000000006,ETH
611,9243,999.0000000000003,ETH
612,9251,33.0,ETH
613,9275,27.89,ETH
614,9292,130.0,ETH
615,9307,41.0,ETH
616,9348,199.99000000000004,ETH
617,9352,29.999999999999996,ETH
618,9353,33.7,ETH
619,9389,29.79999999999999,ETH
620,9391,199.00000000000003,ETH
621,9414,31.840000000000003,ETH
622,9434,49.99000000000001,ETH
623,9437,27.88,ETH
624,9450,55.00000000000001,ETH
625,9454,47.0,ETH
626,9456,39.0,ETH
627,9495,79.99999999999999,ETH
628,9497,55.00000000000001,ETH
629,9504,27.500000000000004,ETH
630,9507,29.999999999999996,ETH
631,9527,85.0,ETH
632,9533,149.99999999999997,ETH
633,9536,48.99999999999999,ETH
634,9564,69.42,ETH
635,9581,48.99999999999999,ETH
636,9590,66.66599999999998,ETH
637,9597,35.00000000000001,ETH
638,9629,39.88,ETH
639,9635,25.999999999999996,ETH
640,9644,39.99000000000001,ETH
641,9659,2499.9999999999995,ETH
642,9666,29.79999999999999,ETH
643,9691,27.689999999999994,ETH
644,9704,33.0,ETH
645,9706,68.99999999999999,ETH
646,9709,34.69,ETH
647,9729,37.7,ETH
648,9732,29.999999999999996,ETH
649,9737,38.76,ETH
650,9740,33.33,ETH
651,9742,39.0,ETH
652,9753,48.0,ETH
653,9773,59.99999999999999,ETH
654,9806,47.42,ETH
655,9808,31.800000000000004,ETH
656,9812,250.00000000000003,ETH
657,9816,39.0,ETH
658,9840,50.0,ETH
659,9881,42.69,ETH
660,9884,42.69,ETH
661,9885,33.33,ETH
662,9905,35.00000000000001,ETH
663,9938,34.99,ETH
664,9940,27.8,ETH
665,9949,25.5,ETH
666,9968,29.0,ETH
667,9975,29.999999999999996,ETH
668,9991,24.99,ETH
669,9998,28.950000000000003,ETH
