ID,Price,Symbol
6,669.0,ETH
8,299.99999999999994,ETH
9,199.99999999999997,ETH
17,474.00000000000006,ETH
26,420.68999999999994,ETH
29,268.99999999999994,ETH
40,888.0,ETH
70,170.0,ETH
100,60690.0,APE
119,299.0,ETH
120,266.0,ETH
126,159.98,ETH
132,250.00000000000003,ETH
142,175.00000000000003,ETH
176,179.99999999999997,ETH
190,1599.9999999999998,ETH
192,6969.000000000002,ETH
197,1999.9999999999998,ETH
208,289.0,ETH
211,449.99999999999994,ETH
237,420.0,ETH
244,199.00000000000003,ETH
256,652.0,ETH
276,299.0,ETH
290,137.99999999999997,ETH
291,149.69,ETH
324,260.0,ETH
339,182.0,ETH
358,369.0,ETH
376,167.00000000000003,ETH
393,250.00000000000003,ETH
395,144.0,ETH
406,222.0,ETH
410,176.0,ETH
465,149.69689999999997,ETH
477,222.0,ETH
489,469.0,ETH
515,175.00000000000003,ETH
528,1333.0,ETH
550,369.0,ETH
567,222.0,ETH
582,250.00000000000003,ETH
597,268.99999999999994,ETH
602,500.00000000000006,ETH
613,239.0,ETH
635,299.99999999999994,ETH
648,18880.000000000004,ETH
652,500.00000000000006,ETH
686,299.99999999999994,ETH
688,199.99000000000004,ETH
695,420.68999999999994,ETH
712,142.69,ETH
751,550.0000000000001,ETH
755,210.0,ETH
785,280.00000000000006,ETH
794,159.49999999999997,ETH
797,235.00000000000003,ETH
799,420.68999999999994,ETH
818,818.0,ETH
836,158.0,ETH
888,888.0,ETH
949,500.00000000000006,ETH
955,149.99999999999997,ETH
959,175.00000000000003,ETH
966,195.0,ETH
1004,140.00000000000003,ETH
1009,199.99999999999997,ETH
1015,311.0,ETH
1057,184.99999999999997,ETH
1063,665.9999999999999,ETH
1071,224.99999999999997,ETH
1072,332.99999999999994,ETH
1083,155.00000000000003,ETH
1105,199.00000000000003,ETH
1112,299.0,ETH
1115,250.00000000000003,ETH
1118,159.00000000000003,ETH
1119,700.0000000000001,ETH
1124,399.99999999999994,ETH
1149,777.7699999999998,ETH
1154,294.00000000000006,ETH
1157,248.99999999999994,ETH
1159,500.68999999999994,ETH
1173,143.00000000000003,ETH
1174,222.0,ETH
1198,248.99999999999994,ETH
1207,218.0,ETH
1210,188.0,ETH
1216,3400.0,ETH
1217,147.99999999999997,ETH
1221,147.99999999999997,ETH
1231,195.0,ETH
1245,198.90000000000006,ETH
1253,199.68999999999997,ETH
1280,222.0,ETH
1281,222.20000000000005,ETH
1298,350.00000000000006,ETH
1311,177.77699999999996,ETH
1331,199.00000000000003,ETH
1332,332.99999999999994,ETH
1341,332.99999999999994,ETH
1367,299.99999999999994,ETH
1395,141.49999999999997,ETH
1408,288.0,ETH
1450,240.69,ETH
1455,332.99999999999994,ETH
1459,420.68999999999994,ETH
1487,145.99999999999997,ETH
1502,239.0,ETH
1525,229.99999999999997,ETH
1528,449.99999999999994,ETH
1546,199.99999999999997,ETH
1552,15001.000000000004,ETH
1562,475.0000000000001,ETH
1563,295.0000000000001,ETH
1583,133.0,ETH
1584,220.0,ETH
1614,199.98,ETH
1623,148.99999999999997,ETH
1633,250.00000000000003,ETH
1658,139.69690000000003,ETH
1703,235.00000000000003,ETH
1706,166.00000000000003,ETH
1717,222.0,ETH
1725,369.4206899999999,ETH
1776,148.87999999999997,ETH
1779,269.6969,ETH
1792,198.00000000000003,ETH
1802,199.99999999999997,ETH
1818,199.00000000000003,ETH
1835,250.00000000000003,ETH
1844,222.0,ETH
1859,50.0,WETH
1870,179.99999999999997,ETH
1874,250.00000000000003,ETH
1879,169.0,ETH
1890,183.99999999999997,ETH
1896,299.99999999999994,ETH
1913,380.00000000000006,ETH
1929,888.0,ETH
1939,160.0,ETH
1957,184.99999999999997,ETH
1991,350.00000000000006,ETH
2020,500.00000000000006,ETH
2031,350.00000000000006,ETH
2038,169.98999999999998,ETH
2069,199.99999999999997,ETH
2093,569.69,ETH
2103,250.00000000000003,ETH
2106,500.00000000000006,ETH
2121,2121.0,ETH
2139,420.0,ETH
2152,665.9999999999999,ETH
2167,500.68999999999994,ETH
2181,332.99999999999994,ETH
2191,189.0,ETH
2242,179.99999999999997,ETH
2272,170.0,ETH
2274,199.00000000000003,ETH
2280,554.9999999999999,ETH
2282,169.69,ETH
2286,199.00000000000003,ETH
2297,155.00000000000003,ETH
2298,184.99999999999997,ETH
2300,301.0,ETH
2306,799.0000000000001,ETH
2353,500.00000000000006,ETH
2361,399.99999999999994,ETH
2362,184.99999999999997,ETH
2377,199.00000000000003,ETH
2392,238.0,ETH
2393,133.99999999999997,ETH
2415,484.99999999999994,ETH
2432,888.0,ETH
2437,149.5,ETH
2458,228.00000000000003,ETH
2466,250.00000000000003,ETH
2470,290.69,ETH
2477,288.0,ETH
2479,134.89999999999998,ETH
2494,199.99999999999997,ETH
2507,499.0,ETH
2519,190.00000000000003,ETH
2535,674.9999999999999,ETH
2544,500.00000000000006,ETH
2549,888.0,ETH
2553,260.0,ETH
2590,137.0,ETH
2596,749.9999999999999,ETH
2616,199.99999999999997,ETH
2651,2499.9999999999995,ETH
2655,127.99999999999997,ETH
2661,500.00000000000006,ETH
2663,665.9999999999999,ETH
2664,239.0,ETH
2674,173.88,ETH
2676,888.0,ETH
2680,250.00000000000003,ETH
2715,337.75000000000006,ETH
2731,268.99999999999994,ETH
2758,888.0,ETH
2767,199.00000000000003,ETH
2781,210.0,ETH
2790,189.0,ETH
2798,250.00000000000003,ETH
2805,4999.999999999999,ETH
2815,160.0,ETH
2830,178.99999999999997,ETH
2839,199.68999999999997,ETH
2843,199.99999999999997,ETH
2858,420.68999999999994,ETH
2869,199.00000000000003,ETH
2897,332.99999999999994,ETH
2903,299.99999999999994,ETH
2922,188.0,ETH
2941,229.0,ETH
2945,700.0000000000001,ETH
2946,224.99999999999997,ETH
2948,202.0,ETH
2950,50000.00000000001,APE
2951,194.0,ETH
2955,148.99,ETH
2966,299.99999999999994,ETH
2980,665.9999999999999,ETH
2985,332.99999999999994,ETH
3016,170.0,ETH
3017,220.0,ETH
3028,500.00000000000006,ETH
3046,665.9999999999999,ETH
3051,42069.0,APE
3083,599.9999999999999,ETH
3091,350.00000000000006,ETH
3118,215.0,ETH
3140,195.0,ETH
3146,777.0,ETH
3150,350.00000000000006,ETH
3186,199.00000000000003,ETH
3214,178.00000000000003,ETH
3223,665.9999999999999,ETH
3290,469.0,ETH
3306,162.0,ETH
3311,199.00000000000003,ETH
3320,169.0,ETH
3357,149.99999999999997,ETH
3358,196.99999999999997,ETH
3362,332.99999999999994,ETH
3368,0.9999999999999999,WETH
3378,224.99999999999997,ETH
3389,749.9999999999999,ETH
3392,26942.09,APE
3424,189.0,ETH
3430,420.0,ETH
3434,179.9,ETH
3438,189.90634659636314,ETH
3446,199.99999999999997,ETH
3477,170.0,ETH
3483,380.00000000000006,ETH
3495,588.88,ETH
3498,299.99999999999994,ETH
3500,1499.9999999999998,ETH
3514,330.0,ETH
3532,250.00000000000003,ETH
3533,199.00000000000003,ETH
3541,143.00000000000003,ETH
3555,350.00000000000006,ETH
3567,190.00000000000003,ETH
3585,499.99,ETH
3590,140.00000000000003,ETH
3594,420.0,ETH
3595,210.0,ETH
3614,350.00000000000006,ETH
3627,169.69,ETH
3629,169.0,ETH
3646,275.00000000000006,ETH
3647,179.99000000000004,ETH
3648,189.0,ETH
3653,179.99999999999997,ETH
3654,250.00000000000003,ETH
3664,574.9999999999999,ETH
3666,665.9999999999999,ETH
3694,216.9,ETH
3696,1337.0,ETH
3701,222.0,ETH
3712,179.99000000000004,ETH
3721,199.00000000000003,ETH
3731,139.69,ETH
3732,420.68999999999994,ETH
3739,229.0,ETH
3757,147.00000000000003,ETH
3776,500.00000000000006,ETH
3788,350.00000000000006,ETH
3796,165.0,ETH
3806,189.0,ETH
3811,169.42,ETH
3812,539.9999999999999,ETH
3813,332.99999999999994,ETH
3828,179.99999999999997,ETH
3865,239.0,ETH
3867,209.99000000000004,ETH
3870,359.99999999999994,ETH
3953,2888.0000000000005,ETH
3962,169.98999999999998,ETH
3987,500.00000000000006,ETH
3993,250.00000000000003,ETH
4023,233.69000000000003,ETH
4031,199.99999999999997,ETH
4043,299.99999999999994,ETH
4046,175.00000000000003,ETH
4052,165.0,ETH
4057,169.0,ETH
4068,184.99999999999997,ETH
4088,499.0,ETH
4090,345.678,ETH
4099,152.00000000000003,ETH
4104,155.00000000000003,ETH
4112,129.89999999999998,ETH
4130,500.00000000000006,ETH
4135,188.0,ETH
4137,250.00000000000003,ETH
4142,250.00000000000003,ETH
4144,250.00000000000003,ETH
4165,275.00000000000006,ETH
4171,145.99999999999997,ETH
4173,320.0,ETH
4174,199.99999999999997,ETH
4175,190.00000000000003,ETH
4208,199.00000000000003,ETH
4249,420.0,ETH
4251,175.00000000000003,ETH
4256,38000.000000000015,APE
4262,199.99999999999997,ETH
4264,299.99999999999994,ETH
4265,500.00000000000006,ETH
4273,500.00000000000006,ETH
4287,132.34420154472554,ETH
4289,299.99999999999994,ETH
4319,140.00000000000003,ETH
4336,199.00000000000003,ETH
4355,399.0,ETH
4378,999.9999999999999,ETH
4392,248.99999999999994,ETH
4409,399.99999999999994,ETH
4435,665.9999999999999,ETH
4459,299.99999999999994,ETH
4460,179.99999999999997,ETH
4477,199.99999999999997,ETH
4529,139.00000000000003,ETH
4570,190.00000000000003,ETH
4580,1696.0,ETH
4636,249.89999999999998,ETH
4647,173.5,ETH
4649,202.0,ETH
4663,175.00000000000003,ETH
4664,188.88,ETH
4679,172.69,ETH
4682,242.68999999999997,ETH
4685,229.69,ETH
4702,250.00000000000003,ETH
4708,268.99999999999994,ETH
4726,179.99999999999997,ETH
4728,210.0,ETH
4751,153.0,ETH
4756,599.9999999999999,ETH
4767,350.00000000000006,ETH
4770,133.32999999999996,ETH
4773,199.00000000000003,ETH
4780,199.00000000000003,ETH
4781,134.99999999999997,ETH
4801,199.99999999999997,ETH
4808,175.00000000000003,ETH
4850,888.0,ETH
4870,250.00000000000003,ETH
4875,192.0,ETH
4884,222.69,ETH
4890,288.88,ETH
4896,190.00000000000003,ETH
4930,139.00000000000003,ETH
4963,143.00000000000003,ETH
4986,179.99999999999997,ETH
5016,220.0,ETH
5017,599.9999999999999,ETH
5018,320.0,ETH
5051,289.99999999999994,ETH
5058,188.88,ETH
5069,369.0,ETH
5078,149.99999999999997,ETH
5088,299.99999999999994,ETH
5091,350.00000000000006,ETH
5096,199.99999999999997,ETH
5097,178.00000000000003,ETH
5120,134.99999999999997,ETH
5143,173.00000000000003,ETH
5158,210.0,ETH
5174,244.99999999999997,ETH
5177,250.00000000000003,ETH
5180,500.00000000000006,ETH
5191,250.00000000000003,ETH
5212,149.99,ETH
5228,178.99999999999997,ETH
5230,1550.0000000000002,ETH
5244,199.99999999999997,ETH
5261,268.99999999999994,ETH
5263,350.00000000000006,ETH
5265,170.0,ETH
5272,144.99999999999997,ETH
5277,369.0,ETH
5307,299.99999999999994,ETH
5343,170.0,ETH
5345,199.99999999999997,ETH
5376,420.0,ETH
5378,332.99999999999994,ETH
5383,1199.0,ETH
5408,175.00000000000003,ETH
5429,500.00000000000006,ETH
5443,250.00000000000003,ETH
5448,59.99999999999999,WETH
5460,449.99999999999994,ETH
5465,0.0,WETH
5469,140.00000000000003,ETH
5475,178.99800000000002,ETH
5482,332.99999999999994,ETH
5491,420.0,ETH
5508,189.0,ETH
5509,184.99999999999997,ETH
5524,199.99000000000004,ETH
5526,190.00000000000003,ETH
5528,500.00000000000006,ETH
5532,250.00000000000003,ETH
5534,500.00000000000006,ETH
5539,149.94099999999997,ETH
5556,155.00000000000003,ETH
5585,248.99999999999994,ETH
5599,332.99999999999994,ETH
5606,149.99,ETH
5609,229.99999999999997,ETH
5612,152.69,ETH
5624,179.99999999999997,ETH
5635,420.68999999999994,ETH
5651,579.9999999999999,ETH
5668,389.00000000000006,ETH
5673,99999999999999.98,ETH
5692,268.99999999999994,ETH
5702,799.9999999999999,ETH
5708,333.3299999999999,ETH
5715,189.0,ETH
5740,179.99999999999997,ETH
5746,175.00000000000003,ETH
5774,999.0000000000003,ETH
5792,139.00000000000003,ETH
5836,220.0,ETH
5845,299.99999999999994,ETH
5849,169.0,ETH
5854,222.0,ETH
5857,269.69,ETH
5869,299.99999999999994,ETH
5876,170.0,ETH
5878,235.00000000000003,ETH
5911,399.0,ETH
5942,299.99999999999994,ETH
5945,215.0,ETH
5959,250.00000000000003,ETH
5978,500.00000000000006,ETH
5986,187.00000000000003,ETH
6054,405.0,ETH
6135,250.00000000000003,ETH
6146,430.0,ETH
6152,220.0,ETH
6165,332.99999999999994,ETH
6167,175.54999999999995,ETH
6172,250.00000000000003,ETH
6174,140.00000000000003,ETH
6220,160.0,ETH
6222,140.00000000000003,ETH
6225,299.99999999999994,ETH
6231,1200.0,ETH
6234,175.00000000000003,ETH
6256,488.0,ETH
6270,264.99999999999994,ETH
6286,149.99999999999997,ETH
6313,888.0,ETH
6317,500.00000000000006,ETH
6319,148.99999999999997,ETH
6325,139.69,ETH
6327,500.00000000000006,ETH
6337,160.99999999999997,ETH
6365,420.68999999999994,ETH
6369,250.00000000000003,ETH
6381,250.00000000000003,ETH
6392,1337.0,ETH
6394,239.0,ETH
6405,141.00000000000003,ETH
6415,175.00000000000003,ETH
6422,175.00000000000003,ETH
6423,295.0000000000001,ETH
6436,649.9999999999999,ETH
6446,1200.0,ETH
6451,305.12000000000006,ETH
6469,420.68999999999994,ETH
6486,275.00000000000006,ETH
6500,144.99999999999997,ETH
6510,179.99999999999997,ETH
6512,161.61600000000004,ETH
6523,134.99999999999997,ETH
6567,299.99999999999994,ETH
6572,299.99999999999994,ETH
6573,155.00000000000003,ETH
6580,250.00000000000003,ETH
6587,164.99,ETH
6641,149.99999999999997,WETH
6647,222.0,ETH
6713,199.00000000000003,ETH
6728,128.99999999999997,ETH
6729,399.99999999999994,ETH
6775,299.99999999999994,ETH
6776,500.00000000000006,ETH
6791,270.41999999999996,ETH
6796,215.0,ETH
6803,134.99999999999997,ETH
6816,131.93104354971845,ETH
6817,374.99999999999994,ETH
6833,500.00000000000006,ETH
6850,153.0,ETH
6873,232.99999999999997,ETH
6881,665.9999999999999,ETH
6883,170.0,ETH
6901,199.00000000000003,ETH
6905,388.0,ETH
6910,350.00000000000006,ETH
6913,251.0,WETH
6918,332.99999999999994,ETH
6931,199.00000000000003,ETH
7006,299.0,ETH
7017,250.00000000000003,ETH
7018,244.99999999999997,ETH
7054,248.99999999999994,ETH
7082,156.0,ETH
7096,332.99999999999994,ETH
7109,198.00000000000003,ETH
7133,187.00000000000003,ETH
7140,174.0,ETH
7151,178.00000000000003,ETH
7162,808.0,ETH
7204,179.99999999999997,ETH
7221,141.99999999999997,ETH
7256,250.00000000000003,ETH
7265,554.9999999999999,ETH
7266,350.00000000000006,ETH
7269,548.9999999999999,ETH
7270,144.99999999999997,ETH
7277,500.00000000000006,ETH
7296,240.0,ETH
7301,139.00000000000003,ETH
7328,399.0,ETH
7339,195.0,ETH
7355,321.99999999999994,ETH
7358,188.0,ETH
7400,554.9999999999999,ETH
7438,144.99999999999997,ETH
7446,288.0,ETH
7450,380.00000000000006,ETH
7451,220.0,ETH
7456,222.22,ETH
7457,169.0,ETH
7467,500.00000000000006,ETH
7488,289.0,ETH
7490,250.00000000000003,ETH
7524,216.0,ETH
7528,155.00000000000003,ETH
7537,1024.0,ETH
7564,366.66599999999994,ETH
7565,3500.000000000001,ETH
7583,222.22,ETH
7589,350.00000000000006,ETH
7602,229.99999999999997,ETH
7606,223.0,ETH
7611,500.00000000000006,ETH
7616,1231.0000000000002,ETH
7654,299.99999999999994,ETH
7656,500.00000000000006,ETH
7693,175.00000000000003,ETH
7696,299.99999999999994,ETH
7725,299.99999999999994,ETH
7762,199.99999999999997,ETH
7769,169.69,ETH
7800,399.99999999999994,ETH
7818,160.0,ETH
7825,179.99990000000003,ETH
7830,269.99999999999994,ETH
7835,179.99999999999997,ETH
7838,399.99999999999994,ETH
7845,554.9999999999999,ETH
7861,190.00000000000003,ETH
7882,420.68999999999994,ETH
7897,199.99999999999997,ETH
7910,189.0,ETH
7914,141.99999999999997,ETH
7925,184.99999999999997,ETH
7941,130.50000000000003,ETH
7947,999.9999999999999,ETH
7975,332.99999999999994,ETH
7981,449.99999999999994,ETH
7999,342.06899999999996,ETH
8041,155.00000000000003,ETH
8058,250.00000000000003,ETH
8083,248.99999999999994,ETH
8097,1499.9999999999998,ETH
8131,199.99999999999997,ETH
8150,420.68999999999994,ETH
8152,130.0,ETH
8158,777.0,ETH
8169,159.48999999999998,ETH
8174,178.99999999999997,ETH
8175,210.0,ETH
8185,399.99999999999994,ETH
8208,250.00000000000003,ETH
8216,350.00000000000006,ETH
8229,14999.999999999998,ETH
8266,199.99999999999997,ETH
8274,700.0000000000001,ETH
8277,144.0,ETH
8295,888.0,ETH
8299,148.99999999999997,ETH
8301,199.00000000000003,ETH
8307,2499.9999999999995,ETH
8340,206.89999999999998,ETH
8345,144.99999999999997,ETH
8364,140.00000000000003,ETH
8367,130.0,ETH
8372,139.00000000000003,ETH
8402,348.0,ETH
8420,220.0,ETH
8429,332.99999999999994,ETH
8431,191.89999999999998,ETH
8436,749.9999999999999,ETH
8438,250.00000000000003,ETH
8446,178.99999999999997,ETH
8469,175.00000000000003,ETH
8470,260.0,ETH
8489,999.0000000000003,ETH
8507,173.00000000000003,ETH
8516,300.68999999999994,ETH
8520,1e-12,WETH
8523,299.99999999999994,ETH
8577,350.00000000000006,ETH
8603,176.9,ETH
8652,299.99999999999994,ETH
8659,139.00000000000003,ETH
8663,499.0,ETH
8728,420.0,ETH
8731,199.00000000000003,ETH
8737,133.99999999999997,ETH
8738,280.00000000000006,ETH
8742,500.00000000000006,ETH
8747,888.0,ETH
8766,219.0,ETH
8788,184.99999999999997,ETH
8803,149.99999999999997,ETH
8819,165.0,ETH
8842,299.99999999999994,ETH
8851,140.00000000000003,ETH
8874,332.99999999999994,ETH
8879,250.00000000000003,ETH
8880,888.0,ETH
8883,183.0,ETH
8888,888.8000000000002,ETH
8918,330.0,ETH
8926,188.0,ETH
8931,420.0,ETH
8956,45677.99999999999,APE
8967,247.0,ETH
8975,199.99000000000004,ETH
9029,199.99999999999997,ETH
9043,350.00000000000006,ETH
9045,134.99999999999997,ETH
9052,250.00000000000003,ETH
9053,175.00000000000003,ETH
9054,151.00000000000003,ETH
9078,185.85000000000002,ETH
9108,199.00000000000003,ETH
9113,324.99999999999994,ETH
9135,665.9999999999999,ETH
9141,350.00000000000006,ETH
9145,148.99999999999997,ETH
9152,165.0,ETH
9180,299.99999999999994,ETH
9195,399.0,ETH
9198,158.91570536632707,ETH
9239,199.00000000000003,ETH
9241,142.069,ETH
9253,288.0,ETH
9293,144.99999999999997,ETH
9296,420.0,ETH
9311,350.00000000000006,ETH
9312,250.00000000000003,ETH
9315,369.0,ETH
9331,178.99999999999997,ETH
9375,299.0,ETH
9377,500.00000000000006,ETH
9384,215.0,ETH
9393,240.0,ETH
9401,184.99999999999997,ETH
9414,488.0,ETH
9441,500.00000000000006,ETH
9445,149.99999999999997,ETH
9448,186.0,ETH
9449,999.0000000000003,ETH
9463,554.9999999999999,ETH
9464,179.99999999999997,ETH
9467,420.0,ETH
9468,500.00000000000006,ETH
9507,349.0,ETH
9524,213.06899999999996,ETH
9526,169.0,ETH
9562,199.00000000000003,ETH
9564,999.0000000000003,ETH
9598,199.99999999999997,ETH
9607,6969.000000000002,ETH
9620,224.99999999999997,ETH
9623,190.00000000000003,ETH
9637,438.88000000000005,ETH
9648,500.00000000000006,ETH
9670,420.0,ETH
9709,199.99999999999997,ETH
9728,720.6899999999997,ETH
9742,500.00000000000006,ETH
9763,139.00000000000003,ETH
9767,160.0,ETH
9774,315.00000000000006,ETH
9789,149.69,ETH
9790,160.0,ETH
9815,380.00000000000006,ETH
9821,434.99999999999994,ETH
